발생년,발생년월일시,발생분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_1당,당사자종별_2당_대분류,당사자종별_2당,발생위치X_UTMK,발생위치Y_UTMK,경도,위도,발생월
2016,2016-08-23 05:00,30,야간,화,1,1,0,0,0,경기,광주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,단일로,횡단보도상,화물차,소형,자전거,자전거,979607,1935197,127.2695431,37.41568339,08
2016,2016-08-18 05:00,13,야간,목,1,5,0,3,1,대구,수성구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,승용차,경형,1101659,1759633,128.63208835,35.82530637,08
2016,2016-08-18 06:00,50,주간,목,1,1,0,0,0,충남,홍성군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,,,925164,1833110,126.66444653,36.49271934,08
2016,2016-08-15 22:00,0,야간,월,1,1,0,0,0,경기,파주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,중형,보행자,보행자,944634,1983518,126.87067341,37.84976586,08
2016,2016-08-15 05:00,45,야간,월,1,1,0,0,0,충남,당진시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,,,925683,1878579,126.66582388,36.90261444,08
2016,2016-08-20 21:00,38,야간,토,1,1,0,0,0,전북,정읍시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,,,947613,1738093,126.92138536,35.63759712,08
2016,2016-08-19 15:00,10,주간,금,1,1,0,0,0,충남,홍성군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,,,921814,1837194,126.62663366,36.52926524,08
2016,2016-09-08 11:00,20,주간,목,1,4,3,0,0,대전,동구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로부근,승용차,경형,승용차,경형,997868,1814916,127.4762448,36.33161801,09
2016,2016-09-11 16:00,25,주간,일,1,1,0,0,0,경기,파주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,승합차,소형,933842,1968260,126.74940519,37.71153432,09
2016,2016-09-20 19:00,0,야간,화,1,1,0,0,0,충북,충주시,차대사람,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,경형,보행자,보행자,1044253,1871270,127.99630977,36.83861907,09
2016,2016-09-14 02:00,44,야간,수,2,4,0,2,0,경북,영덕군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,중형,승용차,중형,1171309,1849745,129.41599501,36.63020114,09
2016,2016-09-15 10:00,15,주간,목,1,1,0,0,0,경북,청도군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,,,1115132,1740707,128.77189575,35.65583883,09
2016,2016-09-14 01:00,52,야간,수,1,2,1,0,0,경기,군포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,949866,1929105,126.93387005,37.35964091,09
2016,2016-09-15 17:00,45,주간,목,1,1,0,0,0,경기,고양시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,,,929310,1963534,126.69845051,37.66860275,09
2016,2016-09-18 09:00,50,주간,일,1,2,0,1,0,전북,순창군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,,,965518,1715840,127.12008851,35.43774191,09
2016,2016-09-14 11:00,20,주간,수,1,1,0,0,0,경남,창녕군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,원동기장치자전거,원동기장치자전거,1089095,1727570,128.48285199,35.54010025,09
2016,2016-09-19 18:00,57,야간,월,1,1,0,0,0,강원,화천군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,자전거,자전거,1018088,2010910,127.70629508,38.09814883,09
2016,2016-07-23 03:00,16,야간,토,1,2,0,1,0,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,횡단보도상,이륜차,소형,보행자,보행자,956749,1922367,127.0119854,37.29925374,07
2016,2016-07-22 20:00,45,야간,금,1,1,0,0,0,부산,기장군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,,,1149106,1708218,129.14534872,35.36466103,07
2016,2016-07-22 17:00,50,주간,금,1,1,0,0,0,충북,진천군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,중형,승합차,대형,994765,1874583,127.44126418,36.86950603,07
2016,2016-07-26 06:00,55,주간,화,1,3,2,0,0,인천,강화군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,대형,승합차,대형,913815,1959314,126.52327323,37.62924683,07
2016,2016-07-26 18:00,23,야간,화,1,1,0,0,0,충북,제천시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,소형,승용차,경형,1052910,1910173,128.09622322,37.18880711,07
2016,2016-07-31 00:00,10,야간,일,1,1,0,0,0,대전,동구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,단일로,기타단일로,원동기장치자전거,원동기장치자전거,자전거,자전거,995393,1815383,127.44866507,36.33581956,07
2016,2016-08-05 02:00,31,야간,금,1,2,0,1,0,전북,전주시,차대차,기타,기타,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,소형,승용차,중형,961338,1763749,127.0713717,35.86787402,08
2016,2016-08-05 02:00,40,야간,금,1,1,0,0,0,경북,경산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,,,1112849,1759357,128.74930414,35.82421717,08
2016,2016-08-03 08:00,14,주간,수,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,941394,1947232,126.83676632,37.52252579,08
2016,2016-08-09 18:00,15,야간,화,1,1,0,0,0,경북,군위군,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,이륜차,중형,1104772,1800502,128.66535085,36.19599703,08
2016,2016-08-09 16:00,15,주간,화,1,9,6,2,0,전남,순천시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,승용차,소형,화물차,소형,992885,1677145,127.42194383,35.08939978,08
2016,2016-08-08 13:00,18,주간,월,1,2,1,0,0,제주,서귀포시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,,,901947,1475892,126.44716598,33.26993648,08
2016,2016-08-13 14:00,5,주간,토,1,6,3,2,0,충북,단양군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,화물차,소형,승용차,경형,1074496,1888393,128.33715255,36.99105927,08
2016,2016-11-03 22:00,43,야간,목,1,1,0,0,0,부산,사상구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1135622,1684200,128.98896163,35.14390778,11
2016,2016-10-31 18:00,10,야간,월,1,1,0,0,0,전남,장흥군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,944877,1636104,126.8979864,34.71784688,10
2016,2016-11-04 07:00,27,주간,금,1,1,0,0,0,충남,예산군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,940711,1846684,126.83697436,36.61617149,11
2016,2016-11-02 08:00,50,주간,수,1,1,0,0,0,경북,경주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,원동기장치자전거,원동기장치자전거,1161846,1753638,129.29037083,35.76581839,11
2016,2016-11-03 23:00,11,야간,목,1,1,0,0,0,충남,논산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,대형,보행자,보행자,974693,1801516,127.21845959,36.21048104,11
2016,2016-12-10 20:00,53,야간,토,1,1,0,0,0,제주,제주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,922934,1504049,126.6700779,33.52558435,12
2016,2016-12-08 17:00,55,주간,목,1,1,0,0,0,대구,달성군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,특수차,경형,1086525,1739218,128.4572904,35.64456951,12
2016,2016-12-10 21:00,48,야간,토,1,1,0,0,0,세종,세종,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,소형,화물차,소형,970213,1859136,127.16640181,36.72980244,12
2016,2016-12-09 04:00,25,야간,금,1,1,0,0,0,서울,중구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,승용차,중형,보행자,보행자,955424,1951473,126.99527719,37.56153586,12
2016,2016-12-09 16:00,35,주간,금,1,1,0,0,0,충북,청주시,차대차,추돌,진행중 추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,소형,화물차,소형,989391,1847041,127.38135172,36.62117539,12
2016,2016-12-06 07:00,45,주간,화,1,1,0,0,0,경기,고양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,937321,1964870,126.78916505,37.68122603,12
2016,2016-12-05 17:00,30,주간,월,1,1,0,0,0,부산,북구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,경형,보행자,보행자,1136628,1691122,129.00090225,35.20615838,12
2016,2016-12-05 20:00,5,야간,월,1,1,0,0,0,서울,노원구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,교차로,교차로내,이륜차,소형,승합차,소형,963364,1958273,127.08483707,37.62317632,12
2016,2016-05-27 13:00,0,주간,금,1,1,0,0,0,대구,달서구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,,,1094425,1758288,128.5452468,35.81652732,05
2016,2016-05-27 12:00,52,주간,금,1,3,1,1,0,충남,금산군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,소형,보행자,보행자,998346,1799649,127.48160309,36.19397859,05
2016,2016-06-02 10:00,0,주간,목,1,1,0,0,0,경기,고양시,차량단독,기타,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승합차,대형,,,936875,1963007,126.78426868,37.66440478,06
2016,2016-06-02 19:00,10,야간,목,1,1,0,0,0,경북,의성군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,,,1116770,1813101,128.80065304,36.30818132,06
2016,2016-06-03 01:00,10,야간,금,1,1,0,0,0,충남,천안시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,경형,,,971870,1873051,127.18444501,36.85529128,06
2016,2016-05-04 17:00,0,주간,수,1,1,0,0,0,대구,달성군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1085050,1744667,128.43996389,35.69456924,05
2016,2016-05-05 00:00,19,야간,목,1,1,0,0,0,대구,달서구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,소형,1091509,1763077,128.51352149,35.8599754,05
2016,2016-05-07 15:00,15,주간,토,1,1,0,0,0,충남,논산시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,소형,승용차,대형,975173,1792366,127.22408883,36.12800089,05
2016,2016-05-13 12:00,30,주간,금,1,1,0,0,0,전북,남원시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,,,976487,1709898,127.24111144,35.38448423,05
2016,2016-05-12 19:00,50,야간,목,1,1,0,0,0,경기,평택시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,,,961213,1901305,127.06344756,37.10960089,05
2016,2016-05-11 06:00,5,주간,수,1,1,0,0,0,경기,화성시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,,,931828,1897526,126.73308031,37.0738601,05
2016,2016-05-14 17:00,8,주간,토,1,1,0,0,0,경남,통영시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,보행자,보행자,1084433,1648504,128.42333049,34.82765075,05
2016,2016-05-20 09:00,29,주간,금,1,5,0,4,0,전남,해남군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,승용차,대형,921953,1620266,126.64910819,34.57354188,05
2016,2016-05-23 11:00,0,주간,월,1,1,0,0,0,경남,진주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승용차,소형,보행자,보행자,1051175,1688706,128.06212744,35.19236849,05
2016,2016-05-22 11:00,35,주간,일,1,2,0,0,1,충남,공주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,농기계,농기계,,,962367,1820680,127.08041135,36.38284825,05
2016,2016-05-22 11:00,33,주간,일,1,1,0,0,0,전남,해남군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,,,926502,1606012,126.69992772,34.44534512,05
2016,2016-05-23 03:00,20,야간,월,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,중형,보행자,보행자,951670,1951006,126.95280408,37.55713736,05
2016,2016-05-22 13:00,20,주간,일,1,1,0,0,0,충북,음성군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,,,1018011,1882949,127.70227888,36.94476419,05
2016,2016-05-26 17:00,55,주간,목,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,보행자,보행자,960006,1958739,127.04675941,37.62723645,05
2016,2016-06-02 03:00,25,야간,목,1,1,0,0,0,인천,남동구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,지하도로내,지하도로내,이륜차,소형,,,929942,1941119,126.70711017,37.46604591,06
2016,2016-06-02 05:00,53,야간,목,1,1,0,0,0,전남,강진군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,경형,보행자,보행자,929110,1616426,126.72744955,34.53943451,06
2016,2016-06-03 01:00,16,야간,금,1,1,0,0,0,경기,의정부시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,960128,1967187,127.04768013,37.70338469,06
2016,2016-06-03 20:00,27,야간,금,1,1,0,0,0,서울,성동구,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,959771,1950158,127.04456781,37.54988353,06
2016,2016-06-02 01:00,55,야간,목,1,1,0,0,0,울산,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,보행자,보행자,1164634,1727559,129.31587038,35.53033358,06
2016,2016-05-09 12:00,5,주간,월,1,1,0,0,0,강원,강릉시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,소형,,,1116798,1987195,128.8382451,37.86931864,05
2016,2016-05-07 12:00,55,주간,토,1,5,0,4,0,강원,원주시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,경형,승용차,경형,1036864,1924026,127.91603234,37.31448272,05
2016,2016-05-10 22:00,30,야간,화,1,1,0,0,0,경북,포항시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1167535,1783418,129.35954298,36.03322331,05
2016,2016-05-20 08:00,0,주간,금,1,1,0,0,0,충남,논산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,,,962905,1791482,127.08779455,36.11963956,05
2016,2016-05-18 20:00,35,야간,수,1,1,0,0,0,경북,성주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,,,1075820,1766326,128.34008332,35.8906058,05
2016,2016-05-23 21:00,45,야간,월,1,1,0,0,0,전북,남원시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,,,979652,1702117,127.27615289,35.31439376,05
2016,2016-05-22 11:00,5,주간,일,1,2,1,0,0,인천,남동구,차대차,추돌,진행중 추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,이륜차,중형,이륜차,중형,932473,1936278,126.73682116,37.42318836,05
2016,2016-05-22 14:00,45,주간,일,1,1,0,0,0,충북,음성군,차대차,추돌,진행중 추돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,이륜차,소형,1009575,1892632,127.60765857,37.0321745,05
2016,2016-05-22 23:00,0,야간,일,1,1,0,0,0,대구,달서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1093660,1762637,128.53729006,35.85580563,05
2016,2016-05-28 14:00,24,주간,토,1,1,0,0,0,경기,안성시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,972044,1893916,127.1856249,37.0433813,05
2016,2016-05-26 22:00,7,야간,목,1,3,2,0,0,인천,옹진군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,중형,908979,1917572,126.47362674,37.25258903,05
2016,2016-05-25 09:00,50,주간,수,1,1,0,0,0,인천,남동구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,자전거,자전거,승용차,경형,931316,1934159,126.72394311,37.40400474,05
2016,2016-05-26 19:00,50,야간,목,1,2,0,1,0,전남,장흥군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,농기계,농기계,승용차,중형,937734,1645311,126.81929923,34.80045746,05
2016,2016-06-01 21:00,0,야간,수,1,1,0,0,0,경북,군위군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1096387,1808384,128.57307255,36.26791709,06
2016,2016-06-03 07:00,10,주간,금,1,1,0,0,0,경기,안성시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,경형,자전거,자전거,979319,1891051,127.26751285,37.01774387,06
2016,2016-06-03 01:00,15,야간,금,1,1,0,0,0,강원,양양군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,,,1080186,2010661,128.41444877,38.09252761,06
2016,2016-05-06 04:00,35,야간,금,1,2,1,0,0,충남,천안시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,,,974849,1861062,127.21825842,36.74729899,05
2016,2016-05-10 13:00,32,주간,화,1,1,0,0,0,경기,평택시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,경형,보행자,보행자,947897,1883057,126.91484368,36.94446844,05
2016,2016-05-07 14:00,10,주간,토,1,2,1,0,0,충남,청양군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,농기계,농기계,937192,1820535,126.79974987,36.3802255,05
2016,2016-06-03 02:00,40,야간,금,1,2,0,1,0,충북,청주시,차대차,정면충돌,정면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,이륜차,소형,화물차,소형,996764,1849682,127.46379826,36.64503754,06
2016,2016-06-03 01:00,0,야간,금,1,1,0,0,0,강원,원주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1031473,1925749,127.85581321,37.32993242,06
2016,2016-06-03 10:00,50,주간,금,1,1,0,0,0,전북,무주군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,소형,이륜차,사발이,1026179,1776995,127.79042658,35.98938441,06
2016,2016-06-03 13:00,30,주간,금,1,1,0,0,0,충북,충주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,,,1027100,1887156,127.80450599,36.98246987,06
2016,2016-06-03 19:00,20,야간,금,1,1,0,0,0,전북,완주군,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,소형,970464,1770572,127.17257091,35.93137963,06
2016,2016-05-09 13:00,10,주간,월,1,1,0,0,0,경북,칠곡군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,화물차,소형,이륜차,소형,1082145,1776641,128.41122322,35.98308387,05
2016,2016-05-09 15:00,27,주간,월,1,1,0,0,0,전북,완주군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,이륜차,소형,966212,1771174,127.12540949,35.93666936,05
2016,2016-05-12 07:00,40,주간,목,1,1,0,0,0,인천,계양구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,경형,보행자,보행자,930272,1948277,126.71088246,37.53130687,05
2016,2016-05-11 12:00,50,주간,수,1,1,0,0,0,전남,함평군,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,건설기계,건설기계,자전거,자전거,920212,1688933,126.62358037,35.19254858,05
2016,2016-05-12 08:00,40,주간,목,1,2,1,0,0,충남,아산시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,특수차,대형,승용차,중형,947584,1877514,126.91171257,36.89448605,05
2016,2016-05-15 22:00,50,야간,일,1,1,0,0,0,경기,가평군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,,,999014,1966734,127.48881498,37.70016868,05
2016,2016-05-20 11:00,25,주간,금,1,1,0,0,0,대구,북구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,이륜차,중형,1094588,1769371,128.54836606,35.9164208,05
2016,2016-05-19 15:00,10,주간,목,1,2,1,0,0,경기,화성시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,화물차,소형,958140,1913583,127.02817413,37.22014084,05
2016,2016-05-19 22:00,0,야간,목,1,1,0,0,0,경북,포항시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1167911,1776428,129.36223229,35.9701705,05
2016,2016-05-23 20:00,45,야간,월,1,1,0,0,0,대전,유성구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,횡단보도상,승용차,대형,보행자,보행자,987804,1820812,127.36401731,36.38469779,05
2016,2016-06-05 14:00,5,주간,일,1,1,0,0,0,경북,영주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,,,1099187,1869079,128.61204789,36.81470385,06
2016,2016-06-03 03:00,30,야간,금,1,1,0,0,0,전남,영암군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,919258,1653802,126.61651817,34.87572026,06
2016,2016-06-01 23:00,20,야간,수,1,1,0,0,0,충남,서산시,차대사람,횡단중,횡단중,운전자법규위반,과속,교차로,교차로내,승용차,경형,보행자,보행자,906211,1864951,126.44897148,36.77804781,06
2016,2016-06-03 08:00,5,주간,금,1,2,1,0,0,전북,군산시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,원동기장치자전거,원동기장치자전거,930009,1775761,126.72366505,35.97609872,06
2016,2016-06-03 05:00,50,야간,금,1,1,0,0,0,전남,해남군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,소형,이륜차,소형,914587,1627338,126.56809866,34.63672273,06
2016,2016-06-03 08:00,20,주간,금,1,1,0,0,0,경남,함안군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,부당한 회전,단일로,기타단일로,농기계,농기계,특수차,대형,1091175,1702458,128.5029835,35.31351596,06
2016,2016-05-04 11:00,45,주간,수,1,2,1,0,0,경기,김포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,소형,보행자,보행자,923319,1961973,126.63068991,37.65405325,05
2016,2016-05-04 17:00,50,주간,수,1,1,0,0,0,경기,성남시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,,,965666,1940500,127.11175463,37.46307019,05
2016,2016-05-10 00:00,5,야간,화,1,1,0,0,0,경북,포항시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1172197,1775722,129.40958989,35.96306178,05
2016,2016-05-12 20:00,0,야간,목,1,1,0,0,0,경북,포항시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,중형,보행자,보행자,1167017,1780748,129.35323253,36.00925246,05
2016,2016-05-11 17:00,26,주간,수,1,1,0,0,0,서울,서대문구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,자전거,자전거,950194,1954345,126.93586647,37.58715353,05
2016,2016-06-25 21:00,0,야간,토,1,1,0,0,0,전북,익산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,950097,1771495,126.94673672,35.93887296,06
2016,2016-06-26 13:00,0,주간,일,1,1,0,0,0,경기,화성시,차대차,정면충돌,정면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,경형,이륜차,소형,946320,1907774,126.89536847,37.16717502,06
2016,2016-06-30 07:00,0,주간,목,1,2,0,1,0,전남,순천시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,경형,건설기계,건설기계,1008683,1655785,127.59503523,34.89677498,06
2016,2016-06-30 22:00,10,야간,목,1,1,0,0,0,전북,익산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,대형,보행자,보행자,951312,1773719,126.9600702,35.95898502,06
